Date,Store,City,Product,Category,Unit_Price,Quantity,Revenue,Cost,Profit
2024-01-27,Store_3,Jodhpur,Product_38,Beverages,304.32,4,1217.28,982.45,234.82999999999993
2024-01-27,Store_3,Indore,Product_7,Stationery,375.79,3,1127.37,987.44,139.92999999999984
2024-01-27,Store_3,Lucknow,Product_28,Personal Care,173.0,4,692.0,509.57,182.43
2024-01-27,Store_3,Jabalpur,Product_23,Stationery,96.67,1,96.67,66.48,30.189999999999998
2024-01-27,Store_3,Bhopal,Product_42,Snacks,77.77,4,311.08,278.45,32.629999999999995
2024-01-27,Store_4,Jodhpur,Product_4,Grocery,210.77,1,210.77,188.15,22.620000000000005
2024-01-27,Store_4,Udaipur,Product_46,Personal Care,185.56,3,556.68,342.99,213.68999999999994
2024-01-27,Store_4,Udaipur,Product_17,Stationery,314.43,1,314.43,262.91,51.51999999999998
2024-01-27,Store_4,Lucknow,Product_28,Stationery,66.88,3,200.64,130.9,69.73999999999998
2024-01-27,Store_4,Ranchi,Product_11,Snacks,474.67,1,474.67,344.05,130.62
2024-01-27,Store_4,Raipur,Product_24,Grocery,285.65,1,285.65,256.44,29.20999999999998
2024-01-27,Store_5,Varanasi,Product_27,Grocery,166.13,2,332.26,205.49,126.76999999999998
2024-01-27,Store_5,Lucknow,Product_30,Snacks,371.19,2,742.38,572.63,169.75
2024-01-27,Store_5,Lucknow,Product_43,Beverages,134.57,3,403.71,244.13,159.57999999999998
2024-01-27,Store_5,Lucknow,Product_7,Personal Care,168.88,2,337.76,251.69,86.07
2024-01-27,Store_5,Bhopal,Product_19,Snacks,184.5,4,738.0,592.83,145.16999999999996
2024-01-27,Store_5,Ranchi,Product_36,Grocery,244.96,2,489.92,313.2,176.72000000000003
2024-01-27,Store_5,Bhopal,Product_37,Personal Care,453.79,1,453.79,402.22,51.56999999999999
2024-01-27,Store_6,Bhopal,Product_25,Beverages,244.74,1,244.74,218.12,26.620000000000005
2024-01-27,Store_6,Ranchi,Product_15,Beverages,192.65,2,385.3,304.68,80.62
2024-01-27,Store_6,Bhopal,Product_21,Grocery,244.94,2,489.88,377.43,112.44999999999999
2024-01-27,Store_6,Udaipur,Product_7,Personal Care,225.04,4,900.16,769.45,130.70999999999992
2024-01-27,Store_6,Jodhpur,Product_20,Personal Care,338.76,3,1016.28,779.87,236.40999999999997
2024-01-27,Store_6,Indore,Product_38,Beverages,455.69,1,455.69,382.19,73.5
2024-01-27,Store_6,Raipur,Product_5,Grocery,278.25,3,834.75,543.51,291.24
2024-01-27,Store_6,Indore,Product_49,Grocery,295.8,3,887.4,580.17,307.23
2024-01-27,Store_6,Ranchi,Product_43,Grocery,123.65,4,494.6,333.77,160.83000000000004
2024-01-27,Store_6,Jabalpur,Product_21,Grocery,355.14,1,355.14,287.97,67.16999999999996
2024-01-27,Store_7,Varanasi,Product_2,Grocery,490.14,1,490.14,424.74,65.39999999999998
2024-01-27,Store_7,Raipur,Product_43,Snacks,359.83,1,359.83,258.78,101.05000000000001
2024-01-27,Store_7,Lucknow,Product_37,Stationery,213.41,3,640.23,520.44,119.78999999999996
2024-01-27,Store_7,Lucknow,Product_37,Stationery,66.64,3,199.92,123.57,76.35
2024-01-27,Store_7,Raipur,Product_28,Grocery,100.85,2,201.7,142.42,59.28
2024-01-27,Store_7,Udaipur,Product_29,Snacks,355.45,4,1421.8,1254.78,167.01999999999998
2024-01-27,Store_7,Indore,Product_22,Snacks,175.92,4,703.68,561.75,141.92999999999995
2024-01-27,Store_8,Indore,Product_49,Grocery,348.42,4,1393.68,1109.95,283.73
2024-01-27,Store_8,Udaipur,Product_12,Stationery,444.46,4,1777.84,1234.23,543.6099999999999
2024-01-27,Store_8,Raipur,Product_15,Grocery,294.91,3,884.73,644.14,240.59000000000003
2024-01-27,Store_8,Lucknow,Product_9,Snacks,477.16,3,1431.48,894.9,536.58
2024-01-27,Store_8,Udaipur,Product_20,Personal Care,87.52,3,262.56,196.06,66.5
2024-01-27,Store_9,Jodhpur,Product_18,Personal Care,165.48,2,330.96,238.74,92.21999999999997
2024-01-27,Store_9,Udaipur,Product_7,Beverages,454.69,4,1818.76,1396.99,421.77
2024-01-27,Store_9,Jodhpur,Product_50,Personal Care,72.15,1,72.15,53.97,18.180000000000007
2024-01-27,Store_9,Raipur,Product_40,Grocery,437.99,2,875.98,635.62,240.36
2024-01-27,Store_9,Nagpur,Product_3,Grocery,57.67,3,173.01,152.65,20.359999999999985
2024-01-27,Store_9,Bhopal,Product_26,Snacks,493.1,4,1972.4,1666.07,306.33000000000015
2024-01-27,Store_10,Indore,Product_44,Personal Care,440.91,1,440.91,334.93,105.98000000000002
2024-01-27,Store_10,Nagpur,Product_41,Beverages,77.82,1,77.82,58.69,19.129999999999995
2024-01-27,Store_10,Jabalpur,Product_39,Stationery,396.85,3,1190.55,1047.47,143.07999999999993
2024-01-27,Store_10,Udaipur,Product_45,Stationery,212.74,1,212.74,140.52,72.22
2024-01-27,Store_10,Ranchi,Product_25,Personal Care,498.46,4,1993.84,1426.91,566.9299999999998
2024-01-27,Store_10,Lucknow,Product_13,Grocery,72.42,1,72.42,52.9,19.520000000000003
2024-01-27,Store_10,Jabalpur,Product_36,Snacks,128.42,3,385.26,305.92,79.33999999999997
2024-01-27,Store_11,Nagpur,Product_36,Stationery,346.63,4,1386.52,1158.8,227.72000000000003
2024-01-27,Store_11,Bhopal,Product_38,Personal Care,259.35,3,778.05,641.72,136.32999999999993
2024-01-27,Store_11,Varanasi,Product_19,Beverages,91.61,2,183.22,154.29,28.930000000000007
2024-01-27,Store_11,Udaipur,Product_5,Stationery,319.52,3,958.56,722.88,235.67999999999995
2024-01-27,Store_11,Raipur,Product_32,Personal Care,244.62,3,733.86,476.38,257.48
2024-01-27,Store_11,Ranchi,Product_22,Personal Care,498.27,4,1993.08,1459.1,533.98
2024-01-27,Store_11,Udaipur,Product_42,Grocery,356.67,3,1070.01,789.76,280.25
2024-01-27,Store_11,Lucknow,Product_47,Grocery,214.79,1,214.79,141.21,73.57999999999998
2024-01-27,Store_11,Ranchi,Product_19,Grocery,299.34,3,898.02,673.97,224.04999999999995
2024-01-27,Store_11,Udaipur,Product_23,Personal Care,285.42,3,856.26,695.53,160.73000000000002
2024-01-27,Store_12,Raipur,Product_9,Personal Care,383.34,4,1533.36,1263.45,269.90999999999985
2024-01-27,Store_12,Indore,Product_3,Personal Care,151.87,2,303.74,184.35,119.39000000000001
2024-01-27,Store_12,Raipur,Product_3,Grocery,42.26,2,84.52,60.86,23.659999999999997
2024-01-27,Store_12,Jabalpur,Product_46,Grocery,486.26,4,1945.04,1558.58,386.46000000000004
2024-01-27,Store_12,Udaipur,Product_30,Beverages,306.83,3,920.49,562.05,358.44000000000005
2024-01-27,Store_12,Ranchi,Product_18,Stationery,366.16,3,1098.48,786.08,312.4
2024-01-27,Store_13,Udaipur,Product_47,Beverages,112.29,4,449.16,345.5,103.66000000000003
2024-01-27,Store_13,Jabalpur,Product_28,Grocery,98.34,1,98.34,66.0,32.34
2024-01-27,Store_13,Jodhpur,Product_40,Snacks,348.51,1,348.51,249.28,99.22999999999999
2024-01-27,Store_13,Raipur,Product_25,Snacks,434.76,4,1739.04,1048.67,690.3699999999999
2024-01-27,Store_13,Jodhpur,Product_2,Beverages,459.39,2,918.78,702.84,215.93999999999994
2024-01-27,Store_13,Raipur,Product_50,Beverages,182.27,2,364.54,287.32,77.22000000000003
2024-01-27,Store_13,Lucknow,Product_13,Personal Care,133.89,1,133.89,101.8,32.08999999999999
2024-01-27,Store_14,Jabalpur,Product_16,Grocery,364.28,3,1092.84,863.08,229.75999999999988
2024-01-27,Store_14,Ranchi,Product_6,Stationery,84.37,3,253.11,183.75,69.36000000000001
2024-01-27,Store_14,Jodhpur,Product_23,Snacks,159.81,2,319.62,258.04,61.579999999999984
2024-01-27,Store_14,Lucknow,Product_49,Snacks,253.46,3,760.38,627.76,132.62
2024-01-27,Store_14,Jodhpur,Product_24,Personal Care,308.18,4,1232.72,910.3,322.4200000000001
2024-01-27,Store_14,Lucknow,Product_28,Personal Care,99.98,1,99.98,81.92,18.060000000000002
2024-01-27,Store_14,Bhopal,Product_46,Personal Care,428.4,2,856.8,556.15,300.65
2024-01-27,Store_15,Jabalpur,Product_28,Stationery,373.54,4,1494.16,1279.26,214.9000000000001
2024-01-27,Store_15,Nagpur,Product_29,Snacks,131.2,1,131.2,86.26,44.93999999999998
2024-01-27,Store_15,Bhopal,Product_21,Beverages,142.44,4,569.76,361.57,208.19
2024-01-27,Store_15,Varanasi,Product_16,Stationery,351.9,4,1407.6,1025.61,381.99
2024-01-27,Store_15,Jabalpur,Product_36,Beverages,129.38,3,388.14,290.7,97.44
2024-01-27,Store_15,Jodhpur,Product_24,Snacks,48.29,2,96.58,64.26,32.31999999999999
2024-01-27,Store_15,Indore,Product_38,Beverages,152.59,4,610.36,499.47,110.88999999999999
2024-01-27,Store_15,Lucknow,Product_35,Personal Care,264.5,3,793.5,537.65,255.85000000000002
2024-01-27,Store_15,Jabalpur,Product_38,Stationery,56.58,3,169.74,151.79,17.950000000000017
2024-01-27,Store_15,Raipur,Product_15,Snacks,238.04,4,952.16,669.54,282.62
2024-01-27,Store_15,Lucknow,Product_34,Personal Care,231.38,2,462.76,345.28,117.48000000000002
2024-01-27,Store_15,Ranchi,Product_13,Snacks,367.7,1,367.7,239.24,128.45999999999998
2024-01-27,Store_16,Nagpur,Product_39,Personal Care,323.86,4,1295.44,998.59,296.85
2024-01-27,Store_16,Jabalpur,Product_3,Stationery,70.93,1,70.93,51.45,19.480000000000004
2024-01-27,Store_16,Varanasi,Product_6,Personal Care,137.86,3,413.58,320.31,93.26999999999998
2024-01-27,Store_16,Ranchi,Product_16,Stationery,79.74,1,79.74,61.61,18.129999999999995
2024-01-27,Store_16,Jabalpur,Product_43,Personal Care,174.68,1,174.68,149.6,25.080000000000013
2024-01-27,Store_16,Ranchi,Product_24,Snacks,195.21,4,780.84,572.34,208.5
2024-01-27,Store_16,Varanasi,Product_40,Grocery,142.73,4,570.92,490.64,80.27999999999997
2024-01-27,Store_16,Raipur,Product_20,Stationery,317.03,4,1268.12,787.4,480.7199999999999
2024-01-27,Store_17,Bhopal,Product_16,Snacks,199.38,4,797.52,569.77,227.75
2024-01-27,Store_17,Indore,Product_8,Personal Care,230.35,4,921.4,742.4,179.0
2024-01-27,Store_17,Jabalpur,Product_29,Personal Care,416.93,4,1667.72,1236.67,431.04999999999995
2024-01-27,Store_17,Nagpur,Product_50,Grocery,391.63,2,783.26,669.58,113.67999999999995
2024-01-27,Store_17,Varanasi,Product_29,Beverages,145.42,4,581.68,473.03,108.64999999999998
2024-01-27,Store_17,Varanasi,Product_43,Personal Care,359.33,3,1077.99,887.19,190.79999999999995
2024-01-27,Store_17,Jabalpur,Product_24,Personal Care,392.18,2,784.36,633.73,150.63
2024-01-27,Store_17,Udaipur,Product_32,Snacks,264.56,1,264.56,227.56,37.0
2024-01-27,Store_17,Raipur,Product_21,Snacks,94.58,4,378.32,328.16,50.15999999999997
2024-01-27,Store_17,Indore,Product_1,Personal Care,333.45,3,1000.35,886.6,113.75
2024-01-27,Store_17,Varanasi,Product_40,Personal Care,327.07,3,981.21,793.35,187.86
2024-01-27,Store_17,Ranchi,Product_8,Snacks,131.95,2,263.9,216.25,47.64999999999998
2024-01-27,Store_18,Jabalpur,Product_49,Personal Care,120.98,3,362.94,265.54,97.39999999999998
2024-01-27,Store_18,Bhopal,Product_48,Grocery,425.04,3,1275.12,823.92,451.19999999999993
2024-01-27,Store_18,Bhopal,Product_42,Grocery,74.96,2,149.92,111.45,38.469999999999985
2024-01-27,Store_18,Jabalpur,Product_12,Grocery,204.53,2,409.06,331.61,77.44999999999999
2024-01-27,Store_18,Jodhpur,Product_37,Personal Care,352.31,1,352.31,279.07,73.24000000000001
2024-01-27,Store_18,Raipur,Product_27,Personal Care,46.39,4,185.56,155.47,30.090000000000003
2024-01-27,Store_18,Jabalpur,Product_4,Beverages,204.95,1,204.95,129.8,75.14999999999998
2024-01-27,Store_18,Bhopal,Product_20,Snacks,450.38,3,1351.14,1191.36,159.7800000000002
2024-01-27,Store_18,Raipur,Product_1,Stationery,387.18,3,1161.54,980.41,181.13
2024-01-27,Store_18,Indore,Product_12,Grocery,372.18,3,1116.54,809.4,307.14
2024-01-27,Store_18,Indore,Product_49,Stationery,166.05,4,664.2,447.02,217.18000000000006
2024-01-27,Store_18,Udaipur,Product_24,Grocery,84.85,3,254.55,201.07,53.48000000000002
2024-01-27,Store_19,Varanasi,Product_50,Grocery,210.87,3,632.61,557.39,75.22000000000003
2024-01-27,Store_19,Jabalpur,Product_19,Snacks,257.59,4,1030.36,648.24,382.1199999999999
2024-01-27,Store_19,Jabalpur,Product_37,Grocery,493.22,3,1479.66,1094.09,385.57000000000016
2024-01-27,Store_19,Udaipur,Product_24,Stationery,331.6,4,1326.4,1152.56,173.84000000000015
2024-01-27,Store_19,Ranchi,Product_4,Personal Care,450.93,4,1803.72,1602.31,201.41000000000008
2024-01-27,Store_19,Nagpur,Product_30,Beverages,147.88,1,147.88,117.62,30.25999999999999
2024-01-27,Store_19,Nagpur,Product_32,Snacks,247.28,3,741.84,458.05,283.79
2024-01-27,Store_19,Raipur,Product_6,Beverages,452.5,2,905.0,563.64,341.36
2024-01-27,Store_19,Lucknow,Product_4,Beverages,79.63,1,79.63,57.38,22.249999999999993
2024-01-27,Store_19,Indore,Product_48,Stationery,163.7,3,491.1,395.01,96.09000000000003
2024-01-27,Store_19,Bhopal,Product_45,Beverages,482.39,1,482.39,341.17,141.21999999999997
2024-01-27,Store_19,Lucknow,Product_40,Beverages,150.49,3,451.47,368.26,83.21000000000004
2024-01-27,Store_19,Lucknow,Product_41,Grocery,216.32,3,648.96,462.07,186.89000000000004
2024-01-27,Store_20,Udaipur,Product_15,Beverages,112.01,2,224.02,182.37,41.650000000000006
2024-01-27,Store_20,Jodhpur,Product_1,Personal Care,168.72,4,674.88,406.97,267.90999999999997
2024-01-27,Store_20,Ranchi,Product_32,Personal Care,100.71,3,302.13,251.23,50.900000000000006
2024-01-27,Store_20,Nagpur,Product_14,Stationery,160.34,2,320.68,240.78,79.9
2024-01-27,Store_20,Raipur,Product_4,Grocery,438.65,4,1754.6,1282.68,471.91999999999985
2024-01-27,Store_20,Indore,Product_6,Stationery,173.63,2,347.26,261.47,85.78999999999996
2024-01-27,Store_20,Bhopal,Product_2,Stationery,493.75,2,987.5,601.86,385.64
2024-01-27,Store_20,Udaipur,Product_37,Personal Care,69.11,4,276.44,222.66,53.78
2024-01-27,Store_20,Jabalpur,Product_49,Beverages,399.97,2,799.94,693.92,106.0200000000001
2024-01-27,Store_20,Jabalpur,Product_27,Personal Care,278.34,4,1113.36,972.38,140.9799999999999
2024-01-27,Store_20,Jabalpur,Product_21,Grocery,126.98,3,380.94,330.36,50.579999999999984
2024-01-27,Store_21,Jabalpur,Product_22,Beverages,446.36,1,446.36,297.71,148.65000000000003
2024-01-27,Store_21,Ranchi,Product_17,Snacks,214.61,1,214.61,155.8,58.81
2024-01-27,Store_21,Jabalpur,Product_19,Beverages,235.24,2,470.48,296.87,173.61
2024-01-27,Store_21,Udaipur,Product_2,Snacks,411.43,1,411.43,249.87,161.56
2024-01-27,Store_21,Varanasi,Product_11,Stationery,348.6,1,348.6,216.44,132.16000000000003
2024-01-27,Store_21,Jodhpur,Product_33,Stationery,381.69,1,381.69,322.57,59.120000000000005
2024-01-27,Store_22,Raipur,Product_35,Snacks,366.12,2,732.24,575.99,156.25
2024-01-27,Store_22,Nagpur,Product_46,Personal Care,260.75,4,1043.0,873.41,169.59000000000003
2024-01-27,Store_22,Udaipur,Product_34,Stationery,432.22,4,1728.88,1245.25,483.6300000000001
2024-01-27,Store_22,Udaipur,Product_26,Snacks,189.38,3,568.14,352.59,215.55
2024-01-27,Store_22,Indore,Product_21,Snacks,381.02,4,1524.08,1165.24,358.8399999999999
2024-01-27,Store_22,Raipur,Product_6,Grocery,27.21,3,81.63,69.4,12.22999999999999
2024-01-27,Store_22,Varanasi,Product_8,Snacks,234.92,1,234.92,166.63,68.28999999999999
2024-01-27,Store_22,Indore,Product_17,Beverages,439.7,2,879.4,586.06,293.34000000000003
2024-01-27,Store_23,Nagpur,Product_42,Snacks,235.91,4,943.64,640.08,303.55999999999995
2024-01-27,Store_23,Jabalpur,Product_50,Stationery,290.4,4,1161.6,1023.63,137.9699999999999
2024-01-27,Store_23,Lucknow,Product_49,Personal Care,48.9,1,48.9,29.86,19.04
2024-01-27,Store_23,Jodhpur,Product_8,Snacks,92.41,2,184.82,162.94,21.879999999999995
2024-01-27,Store_23,Varanasi,Product_19,Beverages,264.67,3,794.01,695.69,98.31999999999994
2024-01-27,Store_23,Udaipur,Product_24,Snacks,119.16,2,238.32,171.18,67.13999999999999
2024-01-27,Store_23,Raipur,Product_36,Snacks,193.89,3,581.67,402.78,178.89
2024-01-27,Store_24,Ranchi,Product_42,Grocery,435.4,1,435.4,265.49,169.90999999999997
2024-01-27,Store_24,Lucknow,Product_17,Stationery,158.91,2,317.82,229.36,88.45999999999998
2024-01-27,Store_24,Udaipur,Product_47,Personal Care,42.69,4,170.76,131.32,39.44
2024-01-27,Store_24,Ranchi,Product_45,Beverages,266.07,4,1064.28,924.87,139.40999999999997
2024-01-27,Store_24,Indore,Product_45,Beverages,333.44,1,333.44,266.87,66.57
2024-01-27,Store_25,Indore,Product_23,Snacks,288.72,4,1154.88,818.46,336.4200000000001
2024-01-27,Store_25,Bhopal,Product_9,Snacks,335.15,2,670.3,582.19,88.1099999999999
2024-01-27,Store_25,Udaipur,Product_50,Snacks,126.41,3,379.23,301.11,78.12
2024-01-27,Store_25,Udaipur,Product_18,Grocery,468.54,1,468.54,307.09,161.45000000000005
2024-01-27,Store_25,Jodhpur,Product_14,Snacks,240.4,2,480.8,431.65,49.150000000000034
2024-01-27,Store_25,Bhopal,Product_45,Grocery,389.57,1,389.57,334.7,54.870000000000005
2024-01-28,Store_1,Jodhpur,Product_20,Grocery,317.62,3,952.86,727.62,225.24
2024-01-28,Store_1,Raipur,Product_17,Snacks,253.86,3,761.58,604.33,157.25
2024-01-28,Store_1,Bhopal,Product_18,Personal Care,393.34,4,1573.36,1049.95,523.4099999999999
2024-01-28,Store_1,Ranchi,Product_18,Beverages,413.31,4,1653.24,1217.3,435.94000000000005
2024-01-28,Store_1,Nagpur,Product_23,Personal Care,250.8,2,501.6,328.31,173.29000000000002
2024-01-28,Store_1,Udaipur,Product_14,Stationery,488.81,2,977.62,686.6,291.02
2024-01-28,Store_1,Indore,Product_4,Beverages,477.94,2,955.88,720.06,235.82000000000005
2024-01-28,Store_1,Indore,Product_11,Grocery,139.09,3,417.27,286.12,131.14999999999998
2024-01-28,Store_1,Varanasi,Product_36,Snacks,475.39,2,950.78,601.66,349.12
2024-01-28,Store_1,Bhopal,Product_38,Grocery,95.35,3,286.05,233.84,52.21000000000001
2024-01-28,Store_1,Raipur,Product_21,Personal Care,109.88,4,439.52,330.71,108.81
2024-01-28,Store_1,Udaipur,Product_26,Personal Care,314.95,4,1259.8,862.11,397.68999999999994
2024-01-28,Store_1,Lucknow,Product_49,Stationery,64.97,2,129.94,111.96,17.980000000000004
2024-01-28,Store_1,Indore,Product_8,Grocery,373.09,2,746.18,654.46,91.71999999999991
2024-01-28,Store_2,Raipur,Product_5,Beverages,382.76,1,382.76,334.59,48.170000000000016
2024-01-28,Store_2,Raipur,Product_20,Beverages,183.78,1,183.78,118.49,65.29
2024-01-28,Store_2,Varanasi,Product_26,Stationery,427.88,4,1711.52,1479.17,232.3499999999999
2024-01-28,Store_2,Jodhpur,Product_9,Grocery,61.7,1,61.7,37.41,24.290000000000006
2024-01-28,Store_2,Nagpur,Product_21,Beverages,246.81,3,740.43,595.86,144.56999999999994
2024-01-28,Store_3,Udaipur,Product_19,Beverages,64.09,3,192.27,147.77,44.5
2024-01-28,Store_3,Bhopal,Product_47,Snacks,397.35,1,397.35,313.58,83.77000000000004
2024-01-28,Store_3,Udaipur,Product_14,Grocery,81.93,1,81.93,56.69,25.24000000000001
2024-01-28,Store_3,Udaipur,Product_6,Snacks,50.65,4,202.6,154.06,48.53999999999999
2024-01-28,Store_3,Indore,Product_46,Stationery,272.21,1,272.21,206.24,65.96999999999997
2024-01-28,Store_3,Udaipur,Product_20,Grocery,247.41,3,742.23,516.42,225.81000000000006
2024-01-28,Store_3,Bhopal,Product_23,Stationery,194.35,4,777.4,630.15,147.25
2024-01-28,Store_3,Varanasi,Product_7,Beverages,23.42,4,93.68,67.96,25.720000000000013
2024-01-28,Store_3,Nagpur,Product_42,Beverages,280.62,2,561.24,476.1,85.13999999999999
2024-01-28,Store_3,Jodhpur,Product_15,Personal Care,74.72,3,224.16,186.8,37.359999999999985
2024-01-28,Store_3,Lucknow,Product_16,Stationery,145.13,2,290.26,203.29,86.97
2024-01-28,Store_3,Udaipur,Product_32,Grocery,450.84,2,901.68,672.01,229.66999999999996
2024-01-28,Store_3,Nagpur,Product_9,Snacks,178.47,1,178.47,130.41,48.06
2024-01-28,Store_4,Bhopal,Product_8,Snacks,46.69,4,186.76,145.11,41.64999999999998
2024-01-28,Store_4,Jodhpur,Product_22,Beverages,22.39,2,44.78,28.32,16.46
2024-01-28,Store_4,Nagpur,Product_12,Grocery,169.47,2,338.94,265.0,73.94
2024-01-28,Store_4,Raipur,Product_11,Grocery,163.31,3,489.93,418.76,71.17000000000002
2024-01-28,Store_4,Udaipur,Product_25,Beverages,82.56,1,82.56,51.69,30.870000000000005
2024-01-28,Store_4,Lucknow,Product_16,Grocery,219.4,2,438.8,373.15,65.65000000000003
2024-01-28,Store_4,Jodhpur,Product_35,Grocery,51.2,4,204.8,142.0,62.80000000000001
2024-01-28,Store_4,Jodhpur,Product_33,Beverages,437.32,2,874.64,737.92,136.72000000000003
2024-01-28,Store_4,Jabalpur,Product_40,Personal Care,445.08,4,1780.32,1228.72,551.5999999999999
2024-01-28,Store_4,Jodhpur,Product_39,Stationery,375.07,2,750.14,495.85,254.28999999999996
2024-01-28,Store_4,Indore,Product_41,Grocery,463.73,3,1391.19,1017.44,373.75
2024-01-28,Store_4,Jodhpur,Product_34,Snacks,75.95,2,151.9,128.19,23.710000000000008
2024-01-28,Store_4,Nagpur,Product_2,Beverages,257.41,1,257.41,184.44,72.97000000000003
2024-01-28,Store_4,Jabalpur,Product_27,Stationery,137.39,2,274.78,227.32,47.45999999999998
2024-01-28,Store_5,Jodhpur,Product_7,Beverages,204.73,3,614.19,399.47,214.72000000000003
2024-01-28,Store_5,Indore,Product_34,Personal Care,159.22,4,636.88,386.49,250.39
2024-01-28,Store_5,Lucknow,Product_43,Stationery,88.86,1,88.86,78.94,9.920000000000002
2024-01-28,Store_5,Jodhpur,Product_18,Personal Care,157.51,4,630.04,434.07,195.96999999999997
2024-01-28,Store_5,Lucknow,Product_46,Personal Care,456.1,3,1368.3,1055.47,312.8299999999999
2024-01-28,Store_5,Varanasi,Product_6,Grocery,478.35,2,956.7,717.87,238.83000000000004
2024-01-28,Store_5,Indore,Product_11,Beverages,76.04,1,76.04,62.32,13.720000000000006
2024-01-28,Store_5,Udaipur,Product_30,Grocery,383.08,2,766.16,484.12,282.03999999999996
2024-01-28,Store_5,Jodhpur,Product_37,Beverages,443.44,1,443.44,391.69,51.75
2024-01-28,Store_5,Bhopal,Product_21,Grocery,36.66,4,146.64,106.06,40.579999999999984
2024-01-28,Store_5,Lucknow,Product_2,Grocery,50.4,4,201.6,121.08,80.52
2024-01-28,Store_5,Jodhpur,Product_24,Stationery,413.96,2,827.92,571.0,256.91999999999996
2024-01-28,Store_5,Raipur,Product_14,Snacks,355.38,1,355.38,292.53,62.85000000000002
2024-01-28,Store_6,Indore,Product_5,Beverages,91.28,2,182.56,148.76,33.80000000000001
2024-01-28,Store_6,Udaipur,Product_25,Stationery,178.06,4,712.24,637.34,74.89999999999998
2024-01-28,Store_6,Bhopal,Product_32,Personal Care,86.29,4,345.16,210.06,135.10000000000002
2024-01-28,Store_6,Udaipur,Product_9,Personal Care,177.91,1,177.91,108.75,69.16
2024-01-28,Store_6,Jodhpur,Product_1,Snacks,416.56,1,416.56,333.72,82.83999999999997
2024-01-28,Store_7,Jodhpur,Product_6,Grocery,389.42,3,1168.26,996.19,172.06999999999994
2024-01-28,Store_7,Lucknow,Product_1,Personal Care,50.43,2,100.86,82.12,18.739999999999995
2024-01-28,Store_7,Ranchi,Product_43,Snacks,369.35,3,1108.05,726.13,381.91999999999996
2024-01-28,Store_7,Nagpur,Product_21,Stationery,161.49,3,484.47,409.49,74.98000000000002
2024-01-28,Store_7,Raipur,Product_41,Personal Care,460.96,2,921.92,704.12,217.79999999999995
2024-01-28,Store_7,Nagpur,Product_11,Grocery,75.26,3,225.78,176.92,48.860000000000014
2024-01-28,Store_7,Indore,Product_33,Personal Care,327.11,1,327.11,216.52,110.59
2024-01-28,Store_7,Nagpur,Product_1,Snacks,470.51,1,470.51,398.43,72.07999999999998
2024-01-28,Store_8,Jodhpur,Product_49,Personal Care,88.26,1,88.26,60.2,28.060000000000002
2024-01-28,Store_8,Indore,Product_24,Personal Care,341.29,4,1365.16,1194.67,170.49
2024-01-28,Store_8,Jabalpur,Product_24,Personal Care,389.71,4,1558.84,1354.69,204.14999999999986
2024-01-28,Store_8,Jodhpur,Product_22,Personal Care,47.54,3,142.62,89.24,53.38000000000001
2024-01-28,Store_8,Jodhpur,Product_46,Beverages,97.94,1,97.94,64.97,32.97
2024-01-28,Store_9,Lucknow,Product_37,Personal Care,399.59,4,1598.36,1100.41,497.9499999999998
2024-01-28,Store_9,Indore,Product_13,Personal Care,306.22,1,306.22,252.59,53.630000000000024
2024-01-28,Store_9,Udaipur,Product_21,Snacks,184.19,3,552.57,398.63,153.94000000000005
2024-01-28,Store_9,Bhopal,Product_45,Beverages,418.18,4,1672.72,1012.29,660.4300000000001
2024-01-28,Store_9,Bhopal,Product_41,Grocery,228.55,1,228.55,190.66,37.890000000000015
2024-01-28,Store_9,Jodhpur,Product_25,Grocery,393.56,4,1574.24,1094.96,479.28
2024-01-28,Store_9,Ranchi,Product_40,Stationery,57.22,1,57.22,46.06,11.159999999999997
2024-01-28,Store_9,Lucknow,Product_45,Snacks,63.43,3,190.29,134.85,55.44
2024-01-28,Store_10,Varanasi,Product_8,Stationery,322.24,1,322.24,196.22,126.02000000000001
2024-01-28,Store_10,Jodhpur,Product_5,Grocery,498.29,2,996.58,771.18,225.4000000000001
2024-01-28,Store_10,Raipur,Product_8,Beverages,300.04,4,1200.16,810.51,389.6500000000001
2024-01-28,Store_10,Raipur,Product_21,Snacks,418.53,1,418.53,265.95,152.57999999999998
2024-01-28,Store_10,Bhopal,Product_16,Grocery,353.54,3,1060.62,819.79,240.82999999999993
2024-01-28,Store_10,Udaipur,Product_39,Stationery,455.4,1,455.4,342.77,112.63
2024-01-28,Store_10,Raipur,Product_13,Grocery,179.69,2,359.38,219.4,139.98
2024-01-28,Store_10,Jodhpur,Product_45,Stationery,376.18,1,376.18,254.16,122.02000000000001
2024-01-28,Store_10,Raipur,Product_11,Beverages,478.45,3,1435.35,937.76,497.5899999999999
2024-01-28,Store_10,Jabalpur,Product_9,Personal Care,85.09,1,85.09,74.77,10.320000000000007
2024-01-28,Store_11,Bhopal,Product_1,Stationery,465.6,2,931.2,680.85,250.35000000000002
2024-01-28,Store_11,Udaipur,Product_25,Beverages,436.92,3,1310.76,1065.87,244.8900000000001
2024-01-28,Store_11,Lucknow,Product_15,Snacks,453.15,3,1359.45,924.64,434.81000000000006
2024-01-28,Store_11,Varanasi,Product_9,Grocery,138.43,3,415.29,283.65,131.64000000000004
