Date,Store,City,Product,Category,Unit_Price,Quantity,Revenue,Cost
2024-01-09,Store_16,Indore,Product_12,Grocery,110.63,2,221.26,157.84
2024-01-09,Store_16,Nagpur,Product_33,Beverages,302.7,2,605.4,511.64
2024-01-09,Store_16,Ranchi,Product_34,Grocery,411.88,2,823.76,626.9
2024-01-09,Store_17,Jabalpur,Product_11,Snacks,476.39,3,1429.17,1138.02
2024-01-09,Store_17,Raipur,Product_25,Snacks,81.28,1,81.28,66.66
2024-01-09,Store_17,Lucknow,Product_10,Snacks,308.47,1,308.47,225.92
2024-01-09,Store_17,Jodhpur,Product_14,Personal Care,384.92,2,769.84,658.83
2024-01-09,Store_17,Lucknow,Product_43,Grocery,461.76,3,1385.28,1197.63
2024-01-09,Store_17,Indore,Product_47,Stationery,178.54,1,178.54,114.37
2024-01-09,Store_17,Ranchi,Product_23,Grocery,174.9,2,349.8,245.67
2024-01-09,Store_17,Nagpur,Product_50,Snacks,62.43,1,62.43,51.51
2024-01-09,Store_17,Lucknow,Product_50,Personal Care,151.7,2,303.4,239.43
2024-01-09,Store_17,Bhopal,Product_1,Stationery,70.49,1,70.49,46.59
2024-01-09,Store_17,Lucknow,Product_25,Personal Care,392.96,2,785.92,567.02
2024-01-09,Store_17,Nagpur,Product_42,Stationery,160.02,3,480.06,383.77
2024-01-09,Store_18,Raipur,Product_24,Personal Care,420.32,2,840.64,708.64
2024-01-09,Store_18,Bhopal,Product_21,Beverages,281.5,4,1126.0,723.88
2024-01-09,Store_18,Jodhpur,Product_33,Snacks,367.2,4,1468.8,898.08
2024-01-09,Store_18,Lucknow,Product_3,Beverages,103.71,1,103.71,88.35
2024-01-09,Store_18,Jabalpur,Product_20,Grocery,216.99,2,433.98,291.07
2024-01-09,Store_18,Varanasi,Product_27,Personal Care,317.31,1,317.31,221.7
2024-01-09,Store_18,Jabalpur,Product_11,Stationery,141.05,3,423.15,361.61
2024-01-09,Store_18,Udaipur,Product_3,Personal Care,270.51,1,270.51,175.65
2024-01-09,Store_19,Bhopal,Product_1,Beverages,456.55,3,1369.65,1097.16
2024-01-09,Store_19,Varanasi,Product_48,Grocery,38.76,1,38.76,27.97
2024-01-09,Store_19,Jabalpur,Product_23,Personal Care,226.75,1,226.75,163.17
2024-01-09,Store_19,Ranchi,Product_12,Snacks,418.2,1,418.2,317.02
2024-01-09,Store_19,Indore,Product_20,Beverages,98.34,1,98.34,68.12
2024-01-09,Store_19,Varanasi,Product_8,Grocery,153.1,4,612.4,423.38
2024-01-09,Store_19,Ranchi,Product_4,Personal Care,226.65,4,906.6,642.01
2024-01-09,Store_19,Indore,Product_4,Snacks,342.19,1,342.19,255.63
2024-01-09,Store_20,Nagpur,Product_39,Stationery,434.3,1,434.3,349.46
2024-01-09,Store_20,Jabalpur,Product_17,Stationery,57.89,3,173.67,116.17
2024-01-09,Store_20,Varanasi,Product_12,Snacks,128.5,4,514.0,365.35
2024-01-09,Store_20,Raipur,Product_38,Personal Care,457.6,3,1372.8,1136.2
2024-01-09,Store_20,Nagpur,Product_7,Snacks,438.38,3,1315.14,1125.25
2024-01-09,Store_21,Jabalpur,Product_16,Beverages,302.14,1,302.14,200.59
2024-01-09,Store_21,Bhopal,Product_49,Grocery,397.29,4,1589.16,1308.58
2024-01-09,Store_21,Lucknow,Product_17,Snacks,22.55,3,67.65,46.27
2024-01-09,Store_21,Indore,Product_3,Beverages,154.67,2,309.34,216.32
2024-01-09,Store_21,Jabalpur,Product_41,Grocery,141.76,1,141.76,123.73
2024-01-09,Store_21,Indore,Product_4,Grocery,430.24,3,1290.72,1075.33
2024-01-09,Store_21,Indore,Product_33,Stationery,75.88,4,303.52,252.32
2024-01-09,Store_22,Jodhpur,Product_29,Snacks,24.82,4,99.28,80.81
2024-01-09,Store_22,Indore,Product_35,Beverages,155.07,1,155.07,123.53
2024-01-09,Store_22,Nagpur,Product_28,Snacks,423.17,3,1269.51,919.65
2024-01-09,Store_22,Raipur,Product_26,Grocery,231.79,1,231.79,166.87
2024-01-09,Store_22,Lucknow,Product_39,Beverages,291.8,2,583.6,464.27
2024-01-09,Store_22,Ranchi,Product_26,Personal Care,349.88,2,699.76,595.81
2024-01-09,Store_22,Varanasi,Product_7,Snacks,139.08,2,278.16,233.5
2024-01-09,Store_22,Varanasi,Product_43,Personal Care,421.52,3,1264.56,1126.2
2024-01-09,Store_22,Lucknow,Product_50,Personal Care,426.91,4,1707.64,1219.59
2024-01-09,Store_22,Nagpur,Product_37,Snacks,344.99,2,689.98,439.66
2024-01-09,Store_22,Jabalpur,Product_35,Beverages,246.14,2,492.28,396.48
2024-01-09,Store_22,Indore,Product_6,Grocery,499.92,3,1499.76,1042.3
2024-01-09,Store_23,Varanasi,Product_22,Grocery,179.69,1,179.69,118.1
2024-01-09,Store_23,Lucknow,Product_6,Grocery,426.01,1,426.01,260.51
2024-01-09,Store_23,Ranchi,Product_6,Personal Care,333.3,1,333.3,206.42
2024-01-09,Store_23,Raipur,Product_17,Personal Care,99.41,2,198.82,162.2
2024-01-09,Store_23,Udaipur,Product_1,Beverages,35.55,2,71.1,59.75
2024-01-09,Store_23,Varanasi,Product_40,Beverages,173.16,4,692.64,564.69
2024-01-09,Store_23,Ranchi,Product_20,Personal Care,153.26,3,459.78,379.08
2024-01-09,Store_23,Varanasi,Product_4,Stationery,140.67,3,422.01,357.86
2024-01-09,Store_23,Raipur,Product_2,Snacks,415.95,1,415.95,317.39
2024-01-09,Store_23,Varanasi,Product_35,Personal Care,244.6,4,978.4,658.16
2024-01-09,Store_23,Indore,Product_6,Snacks,158.58,4,634.32,444.55
2024-01-09,Store_23,Bhopal,Product_14,Grocery,269.94,2,539.88,329.12
2024-01-09,Store_24,Varanasi,Product_28,Personal Care,407.11,1,407.11,325.7
2024-01-09,Store_24,Indore,Product_5,Stationery,131.81,4,527.24,341.41
2024-01-09,Store_24,Lucknow,Product_21,Grocery,321.14,3,963.42,689.05
2024-01-09,Store_24,Lucknow,Product_34,Personal Care,225.12,4,900.48,600.87
2024-01-09,Store_24,Indore,Product_48,Grocery,420.99,3,1262.97,1035.15
2024-01-09,Store_24,Indore,Product_26,Grocery,281.4,1,281.4,198.78
2024-01-09,Store_24,Udaipur,Product_15,Stationery,39.25,4,157.0,137.6
2024-01-09,Store_24,Jodhpur,Product_16,Grocery,250.33,4,1001.32,616.37
2024-01-09,Store_25,Jabalpur,Product_10,Snacks,277.74,4,1110.96,887.34
2024-01-09,Store_25,Nagpur,Product_40,Stationery,460.16,4,1840.64,1636.63
2024-01-09,Store_25,Jodhpur,Product_21,Personal Care,69.52,2,139.04,94.12
2024-01-09,Store_25,Jabalpur,Product_47,Stationery,85.89,3,257.67,165.2
2024-01-09,Store_25,Raipur,Product_9,Stationery,157.93,1,157.93,99.33
2024-01-09,Store_25,Udaipur,Product_27,Stationery,28.62,4,114.48,96.04
2024-01-09,Store_25,Udaipur,Product_19,Snacks,454.67,2,909.34,610.2
2024-01-09,Store_25,Udaipur,Product_37,Grocery,416.37,4,1665.48,1158.65
2024-01-09,Store_25,Lucknow,Product_17,Beverages,175.72,1,175.72,117.98
2024-01-09,Store_25,Bhopal,Product_49,Grocery,265.66,1,265.66,192.43
2024-01-10,Store_1,Nagpur,Product_7,Beverages,166.32,3,498.96,308.95
2024-01-10,Store_1,Jabalpur,Product_10,Stationery,419.63,3,1258.89,1050.44
2024-01-10,Store_1,Lucknow,Product_10,Personal Care,339.51,3,1018.53,756.85
2024-01-10,Store_1,Jodhpur,Product_46,Grocery,297.35,1,297.35,241.19
2024-01-10,Store_1,Indore,Product_33,Personal Care,240.0,3,720.0,635.83
2024-01-10,Store_1,Jabalpur,Product_11,Personal Care,478.71,3,1436.13,1285.21
2024-01-10,Store_1,Indore,Product_14,Stationery,262.63,3,787.89,522.48
2024-01-10,Store_1,Bhopal,Product_39,Stationery,319.64,1,319.64,213.92
2024-01-10,Store_1,Indore,Product_16,Beverages,52.53,2,105.06,71.33
2024-01-10,Store_1,Nagpur,Product_17,Beverages,175.92,1,175.92,121.42
2024-01-10,Store_1,Raipur,Product_8,Personal Care,373.1,1,373.1,283.21
2024-01-10,Store_1,Udaipur,Product_16,Stationery,332.45,3,997.35,727.08
2024-01-10,Store_1,Jodhpur,Product_41,Beverages,249.2,3,747.6,659.66
2024-01-10,Store_1,Bhopal,Product_8,Grocery,49.86,4,199.44,141.65
2024-01-10,Store_2,Jabalpur,Product_31,Beverages,395.53,2,791.06,639.88
2024-01-10,Store_2,Raipur,Product_47,Stationery,95.71,3,287.13,247.52
2024-01-10,Store_2,Jodhpur,Product_35,Beverages,137.91,4,551.64,408.57
2024-01-10,Store_2,Jabalpur,Product_18,Snacks,397.41,1,397.41,263.44
2024-01-10,Store_2,Ranchi,Product_29,Beverages,360.83,3,1082.49,953.4
2024-01-10,Store_2,Bhopal,Product_6,Stationery,414.61,1,414.61,251.72
2024-01-10,Store_2,Lucknow,Product_43,Stationery,121.66,2,243.32,216.41
2024-01-10,Store_2,Indore,Product_1,Stationery,478.8,2,957.6,622.35
2024-01-10,Store_2,Ranchi,Product_43,Stationery,131.45,2,262.9,235.38
2024-01-10,Store_2,Indore,Product_35,Snacks,412.91,1,412.91,332.59
2024-01-10,Store_2,Varanasi,Product_40,Grocery,51.11,2,102.22,72.29
2024-01-10,Store_2,Indore,Product_32,Snacks,398.89,1,398.89,337.15
2024-01-10,Store_2,Varanasi,Product_19,Grocery,274.05,4,1096.2,658.32
2024-01-10,Store_3,Nagpur,Product_47,Beverages,478.24,2,956.48,729.85
2024-01-10,Store_3,Lucknow,Product_7,Personal Care,99.6,1,99.6,80.78
2024-01-10,Store_3,Bhopal,Product_29,Snacks,489.96,2,979.92,787.82
2024-01-10,Store_3,Jodhpur,Product_19,Stationery,242.16,4,968.64,707.54
2024-01-10,Store_3,Ranchi,Product_14,Stationery,246.37,2,492.74,309.41
2024-01-10,Store_3,Jabalpur,Product_23,Snacks,386.51,4,1546.04,1188.37
2024-01-10,Store_3,Varanasi,Product_28,Stationery,169.18,2,338.36,298.93
2024-01-10,Store_3,Lucknow,Product_3,Stationery,108.23,2,216.46,148.63
2024-01-10,Store_3,Varanasi,Product_16,Beverages,97.94,3,293.82,191.07
2024-01-10,Store_3,Ranchi,Product_29,Stationery,205.88,2,411.76,344.13
2024-01-10,Store_3,Varanasi,Product_16,Snacks,357.84,3,1073.52,678.5
2024-01-10,Store_4,Ranchi,Product_2,Grocery,311.7,2,623.4,507.38
2024-01-10,Store_4,Ranchi,Product_46,Personal Care,435.46,2,870.92,718.47
2024-01-10,Store_4,Ranchi,Product_29,Snacks,170.35,1,170.35,102.51
2024-01-10,Store_4,Raipur,Product_6,Personal Care,80.88,4,323.52,206.84
2024-01-10,Store_4,Udaipur,Product_21,Stationery,326.28,3,978.84,717.75
2024-01-10,Store_4,Lucknow,Product_50,Personal Care,353.76,3,1061.28,896.12
2024-01-10,Store_4,Raipur,Product_2,Personal Care,377.66,3,1132.98,741.37
2024-01-10,Store_4,Udaipur,Product_50,Beverages,157.21,3,471.63,325.44
2024-01-10,Store_4,Indore,Product_50,Snacks,174.68,4,698.72,426.63
2024-01-10,Store_4,Raipur,Product_5,Stationery,416.85,4,1667.4,1329.18
2024-01-10,Store_4,Jabalpur,Product_20,Beverages,459.89,2,919.78,750.4
2024-01-10,Store_4,Raipur,Product_47,Stationery,335.4,4,1341.6,844.76
2024-01-10,Store_4,Varanasi,Product_49,Personal Care,490.56,4,1962.24,1218.05
2024-01-10,Store_4,Jodhpur,Product_48,Personal Care,335.4,3,1006.2,885.74
2024-01-10,Store_5,Varanasi,Product_26,Grocery,93.66,4,374.64,224.81
2024-01-10,Store_5,Jabalpur,Product_15,Snacks,473.91,3,1421.73,1160.54
2024-01-10,Store_5,Ranchi,Product_4,Grocery,81.02,4,324.08,266.8
2024-01-10,Store_5,Jabalpur,Product_5,Beverages,77.78,1,77.78,48.89
2024-01-10,Store_5,Nagpur,Product_50,Beverages,320.66,1,320.66,250.63
2024-01-10,Store_5,Bhopal,Product_48,Personal Care,492.47,2,984.94,634.57
2024-01-10,Store_5,Udaipur,Product_37,Grocery,352.78,3,1058.34,780.62
2024-01-10,Store_5,Ranchi,Product_38,Personal Care,209.17,2,418.34,314.16
2024-01-10,Store_5,Bhopal,Product_1,Personal Care,324.31,4,1297.24,1092.32
2024-01-10,Store_5,Udaipur,Product_40,Beverages,464.26,4,1857.04,1425.23
2024-01-10,Store_6,Udaipur,Product_20,Beverages,376.54,3,1129.62,678.59
2024-01-10,Store_6,Raipur,Product_39,Personal Care,107.17,1,107.17,84.23
2024-01-10,Store_6,Udaipur,Product_49,Grocery,126.23,2,252.46,217.0
2024-01-10,Store_6,Indore,Product_15,Beverages,171.23,3,513.69,360.05
2024-01-10,Store_6,Lucknow,Product_20,Grocery,161.42,2,322.84,281.75
2024-01-10,Store_6,Jabalpur,Product_38,Personal Care,143.47,4,573.88,357.8
2024-01-10,Store_6,Bhopal,Product_32,Stationery,353.75,4,1415.0,1141.26
2024-01-10,Store_6,Udaipur,Product_6,Stationery,262.35,2,524.7,454.8
2024-01-10,Store_6,Udaipur,Product_39,Stationery,251.48,2,502.96,400.74
2024-01-10,Store_6,Ranchi,Product_5,Beverages,446.38,3,1339.14,1125.36
2024-01-10,Store_6,Udaipur,Product_40,Personal Care,208.62,1,208.62,132.16
2024-01-10,Store_6,Jodhpur,Product_28,Personal Care,218.03,4,872.12,770.56
2024-01-10,Store_7,Lucknow,Product_14,Grocery,315.8,4,1263.2,1029.48
2024-01-10,Store_7,Varanasi,Product_11,Stationery,232.12,4,928.48,583.19
2024-01-10,Store_7,Nagpur,Product_39,Grocery,198.05,4,792.2,619.38
2024-01-10,Store_7,Raipur,Product_31,Snacks,106.22,4,424.88,259.32
2024-01-10,Store_7,Indore,Product_15,Snacks,242.81,3,728.43,548.43
2024-01-10,Store_7,Udaipur,Product_8,Beverages,452.5,1,452.5,317.48
2024-01-10,Store_7,Ranchi,Product_33,Snacks,256.43,2,512.86,380.56
2024-01-10,Store_7,Nagpur,Product_42,Snacks,208.54,1,208.54,156.96
2024-01-10,Store_8,Raipur,Product_38,Personal Care,322.23,4,1288.92,923.2
2024-01-10,Store_8,Lucknow,Product_46,Grocery,161.22,4,644.88,446.21
2024-01-10,Store_8,Jabalpur,Product_21,Personal Care,479.48,4,1917.92,1476.85
2024-01-10,Store_8,Raipur,Product_21,Grocery,46.12,4,184.48,155.64
2024-01-10,Store_8,Udaipur,Product_16,Grocery,307.7,2,615.4,410.63
2024-01-10,Store_8,Varanasi,Product_16,Snacks,64.11,4,256.44,191.1
2024-01-10,Store_8,Ranchi,Product_28,Personal Care,187.69,1,187.69,115.17
2024-01-10,Store_9,Ranchi,Product_6,Beverages,218.13,1,218.13,179.86
2024-01-10,Store_9,Jabalpur,Product_15,Personal Care,295.16,1,295.16,214.85
2024-01-10,Store_9,Jabalpur,Product_47,Beverages,163.84,1,163.84,147.24
2024-01-10,Store_9,Udaipur,Product_9,Snacks,31.51,2,63.02,52.78
2024-01-10,Store_9,Udaipur,Product_36,Beverages,499.84,3,1499.52,973.66
2024-01-10,Store_9,Udaipur,Product_38,Grocery,344.9,4,1379.6,1210.48
2024-01-10,Store_9,Jabalpur,Product_22,Snacks,277.15,4,1108.6,728.8
2024-01-10,Store_9,Jabalpur,Product_43,Personal Care,387.1,2,774.2,629.72
2024-01-10,Store_9,Jodhpur,Product_50,Grocery,487.48,1,487.48,323.41
2024-01-10,Store_9,Lucknow,Product_17,Beverages,422.2,1,422.2,335.46
2024-01-10,Store_9,Lucknow,Product_30,Snacks,151.7,2,303.4,267.51
2024-01-10,Store_9,Raipur,Product_32,Snacks,462.0,1,462.0,415.0
2024-01-10,Store_9,Raipur,Product_40,Snacks,350.09,3,1050.27,643.0
2024-01-10,Store_9,Ranchi,Product_37,Grocery,253.93,1,253.93,211.75
2024-01-10,Store_10,Bhopal,Product_46,Grocery,410.76,1,410.76,286.38
2024-01-10,Store_10,Jodhpur,Product_37,Grocery,173.0,3,519.0,376.64
2024-01-10,Store_10,Varanasi,Product_14,Grocery,420.28,1,420.28,327.38
2024-01-10,Store_10,Jabalpur,Product_34,Beverages,369.62,3,1108.86,813.99
2024-01-10,Store_10,Ranchi,Product_22,Snacks,34.65,3,103.95,69.7
2024-01-10,Store_11,Udaipur,Product_37,Grocery,338.04,3,1014.12,874.14
2024-01-10,Store_11,Nagpur,Product_11,Snacks,417.46,2,834.92,559.38
2024-01-10,Store_11,Jodhpur,Product_41,Beverages,160.69,2,321.38,272.84
2024-01-10,Store_11,Jodhpur,Product_12,Snacks,195.22,2,390.44,290.32
2024-01-10,Store_11,Jodhpur,Product_15,Beverages,421.19,4,1684.76,1327.13
2024-01-10,Store_12,Lucknow,Product_22,Snacks,231.33,4,925.32,654.71
2024-01-10,Store_12,Lucknow,Product_17,Personal Care,198.29,1,198.29,159.69
2024-01-10,Store_12,Lucknow,Product_25,Beverages,343.37,4,1373.48,920.61
2024-01-10,Store_12,Lucknow,Product_10,Beverages,161.18,4,644.72,463.92
2024-01-10,Store_12,Bhopal,Product_16,Grocery,400.42,3,1201.26,865.44
2024-01-10,Store_12,Indore,Product_49,Beverages,163.31,3,489.93,380.78
2024-01-10,Store_12,Udaipur,Product_41,Beverages,26.11,3,78.33,49.03
2024-01-10,Store_12,Udaipur,Product_11,Personal Care,160.22,3,480.66,336.9
2024-01-10,Store_12,Indore,Product_33,Grocery,283.48,1,283.48,226.84
2024-01-10,Store_12,Bhopal,Product_2,Beverages,90.83,1,90.83,67.57
2024-01-10,Store_13,Ranchi,Product_37,Grocery,107.43,1,107.43,73.04
2024-01-10,Store_13,Nagpur,Product_48,Stationery,41.41,2,82.82,58.44
2024-01-10,Store_13,Jabalpur,Product_28,Snacks,77.09,2,154.18,137.45
2024-01-10,Store_13,Lucknow,Product_28,Snacks,459.22,4,1836.88,1122.39
2024-01-10,Store_13,Nagpur,Product_39,Personal Care,97.74,4,390.96,241.05
2024-01-10,Store_13,Bhopal,Product_21,Personal Care,338.59,1,338.59,289.61
2024-01-10,Store_14,Jodhpur,Product_36,Personal Care,293.82,1,293.82,264.04
2024-01-10,Store_14,Udaipur,Product_12,Beverages,48.02,3,144.06,96.21
2024-01-10,Store_14,Bhopal,Product_24,Snacks,163.09,4,652.36,539.12
2024-01-10,Store_14,Raipur,Product_18,Personal Care,69.95,4,279.8,244.19
2024-01-10,Store_14,Udaipur,Product_2,Snacks,176.49,2,352.98,231.77
2024-01-10,Store_14,Varanasi,Product_39,Snacks,496.64,3,1489.92,1251.62
2024-01-10,Store_14,Varanasi,Product_49,Grocery,244.19,3,732.57,482.79
2024-01-10,Store_14,Ranchi,Product_5,Stationery,214.65,1,214.65,150.16
2024-01-10,Store_15,Lucknow,Product_28,Snacks,54.11,4,216.44,172.44
2024-01-10,Store_15,Raipur,Product_25,Snacks,109.28,1,109.28,75.84
2024-01-10,Store_15,Jodhpur,Product_14,Stationery,147.99,3,443.97,336.54
2024-01-10,Store_15,Jodhpur,Product_21,Stationery,452.28,2,904.56,574.82
2024-01-10,Store_15,Jodhpur,Product_48,Stationery,411.33,1,411.33,338.42
2024-01-10,Store_15,Varanasi,Product_20,Personal Care,178.09,3,534.27,412.91
2024-01-10,Store_15,Jabalpur,Product_17,Snacks,282.15,3,846.45,588.92
2024-01-10,Store_15,Indore,Product_37,Personal Care,219.45,2,438.9,338.35
2024-01-10,Store_15,Jabalpur,Product_3,Grocery,112.85,3,338.55,289.12
2024-01-10,Store_15,Ranchi,Product_27,Stationery,150.39,3,451.17,314.92
2024-01-10,Store_15,Varanasi,Product_12,Personal Care,338.3,2,676.6,579.77
2024-01-10,Store_15,Ranchi,Product_5,Beverages,162.9,4,651.6,399.85
2024-01-10,Store_15,Varanasi,Product_35,Grocery,102.09,4,408.36,303.95
2024-01-10,Store_15,Raipur,Product_48,Grocery,279.97,2,559.94,337.06
2024-01-10,Store_16,Nagpur,Product_17,Beverages,495.31,3,1485.93,1147.31
2024-01-10,Store_16,Lucknow,Product_38,Personal Care,322.75,1,322.75,266.2
2024-01-10,Store_16,Jabalpur,Product_11,Beverages,225.03,3,675.09,424.97
2024-01-10,Store_16,Lucknow,Product_13,Stationery,427.56,2,855.12,564.34
2024-01-10,Store_16,Jodhpur,Product_22,Stationery,469.15,4,1876.6,1285.15
2024-01-10,Store_16,Ranchi,Product_10,Personal Care,496.23,1,496.23,311.26
2024-01-10,Store_16,Indore,Product_2,Beverages,214.95,3,644.85,519.16
2024-01-10,Store_16,Bhopal,Product_16,Stationery,123.19,1,123.19,78.23
2024-01-10,Store_16,Bhopal,Product_4,Snacks,463.44,3,1390.32,867.03
2024-01-10,Store_16,Udaipur,Product_30,Snacks,117.98,3,353.94,245.29
2024-01-10,Store_17,Raipur,Product_50,Beverages,199.44,3,598.32,365.98
2024-01-10,Store_17,Jabalpur,Product_16,Snacks,101.84,1,101.84,64.72
2024-01-10,Store_17,Lucknow,Product_16,Stationery,213.91,1,213.91,183.57
2024-01-10,Store_17,Ranchi,Product_1,Stationery,111.11,4,444.44,268.58
2024-01-10,Store_17,Udaipur,Product_15,Snacks,307.18,3,921.54,679.04
2024-01-10,Store_17,Raipur,Product_34,Personal Care,247.49,1,247.49,150.58
2024-01-10,Store_17,Ranchi,Product_18,Beverages,480.18,3,1440.54,1123.6
2024-01-10,Store_17,Indore,Product_34,Stationery,375.19,4,1500.76,1327.55
2024-01-10,Store_17,Udaipur,Product_43,Stationery,372.05,4,1488.2,969.56
2024-01-10,Store_18,Nagpur,Product_5,Stationery,37.79,1,37.79,29.72
2024-01-10,Store_18,Varanasi,Product_42,Grocery,160.81,3,482.43,379.86
2024-01-10,Store_18,Lucknow,Product_7,Beverages,30.33,1,30.33,26.84
2024-01-10,Store_18,Lucknow,Product_19,Stationery,314.28,1,314.28,274.14
2024-01-10,Store_18,Ranchi,Product_14,Grocery,36.8,3,110.4,82.15
2024-01-10,Store_18,Ranchi,Product_21,Stationery,417.38,1,417.38,310.85
2024-01-10,Store_18,Bhopal,Product_27,Stationery,470.64,4,1882.56,1429.47
2024-01-10,Store_18,Raipur,Product_10,Snacks,373.67,4,1494.68,1268.07
2024-01-10,Store_19,Lucknow,Product_38,Beverages,139.35,3,418.05,288.7
2024-01-10,Store_19,Raipur,Product_33,Grocery,30.94,2,61.88,38.97
2024-01-10,Store_19,Lucknow,Product_11,Snacks,136.18,2,272.36,213.07
2024-01-10,Store_19,Jodhpur,Product_34,Personal Care,379.3,1,379.3,259.5
2024-01-10,Store_19,Bhopal,Product_22,Beverages,164.84,2,329.68,253.26
2024-01-10,Store_19,Lucknow,Product_37,Stationery,187.71,1,187.71,121.56
2024-01-10,Store_19,Nagpur,Product_14,Stationery,460.4,4,1841.6,1276.73
2024-01-10,Store_19,Indore,Product_28,Beverages,476.85,4,1907.4,1340.2
2024-01-10,Store_19,Raipur,Product_42,Grocery,179.32,2,358.64,274.07
2024-01-10,Store_19,Varanasi,Product_12,Snacks,461.33,1,461.33,311.78
2024-01-10,Store_20,Jodhpur,Product_7,Personal Care,88.43,4,353.72,276.56
2024-01-10,Store_20,Jodhpur,Product_28,Stationery,220.45,3,661.35,480.43
2024-01-10,Store_20,Jodhpur,Product_32,Stationery,166.88,1,166.88,149.82
2024-01-10,Store_20,Bhopal,Product_11,Stationery,221.18,3,663.54,587.75
2024-01-10,Store_20,Varanasi,Product_14,Snacks,460.76,4,1843.04,1476.12
2024-01-10,Store_20,Nagpur,Product_17,Snacks,111.39,2,222.78,161.71
2024-01-10,Store_20,Nagpur,Product_39,Snacks,23.52,1,23.52,16.55
2024-01-10,Store_20,Indore,Product_33,Stationery,259.53,2,519.06,449.76
2024-01-10,Store_20,Indore,Product_46,Grocery,479.82,4,1919.28,1426.46
2024-01-10,Store_21,Lucknow,Product_19,Beverages,226.12,3,678.36,443.36
2024-01-10,Store_21,Jabalpur,Product_17,Beverages,312.07,4,1248.28,909.96
2024-01-10,Store_21,Udaipur,Product_11,Beverages,375.6,2,751.2,609.29
2024-01-10,Store_21,Jabalpur,Product_15,Beverages,220.6,1,220.6,151.52
2024-01-10,Store_21,Jodhpur,Product_45,Stationery,83.51,2,167.02,137.95
2024-01-10,Store_21,Raipur,Product_31,Personal Care,324.62,1,324.62,283.91
2024-01-10,Store_21,Nagpur,Product_38,Beverages,384.34,2,768.68,657.24
2024-01-10,Store_21,Udaipur,Product_25,Beverages,259.41,4,1037.64,807.42
2024-01-10,Store_21,Udaipur,Product_16,Grocery,445.06,2,890.12,763.98
2024-01-10,Store_21,Varanasi,Product_37,Snacks,450.09,2,900.18,591.72
2024-01-10,Store_22,Jodhpur,Product_45,Stationery,282.3,1,282.3,174.61
2024-01-10,Store_22,Ranchi,Product_43,Stationery,180.34,3,541.02,430.33
2024-01-10,Store_22,Varanasi,Product_47,Stationery,334.16,4,1336.64,1173.32
2024-01-10,Store_22,Indore,Product_34,Personal Care,290.68,4,1162.72,988.05
2024-01-10,Store_22,Nagpur,Product_49,Snacks,197.02,3,591.06,388.11
2024-01-10,Store_22,Lucknow,Product_26,Snacks,211.15,4,844.6,523.57
2024-01-10,Store_22,Ranchi,Product_17,Personal Care,469.77,3,1409.31,1134.81
2024-01-10,Store_23,Nagpur,Product_48,Grocery,168.76,1,168.76,129.92
2024-01-10,Store_23,Udaipur,Product_48,Snacks,392.72,3,1178.16,916.21
2024-01-10,Store_23,Lucknow,Product_46,Personal Care,324.55,1,324.55,247.78
2024-01-10,Store_23,Indore,Product_12,Grocery,275.45,4,1101.8,731.26
2024-01-10,Store_23,Jabalpur,Product_32,Snacks,62.27,3,186.81,116.92
2024-01-10,Store_23,Nagpur,Product_12,Beverages,95.62,4,382.48,335.7
2024-01-10,Store_23,Varanasi,Product_21,Snacks,98.22,4,392.88,248.83
2024-01-10,Store_23,Raipur,Product_15,Beverages,415.75,1,415.75,307.2
2024-01-10,Store_23,Lucknow,Product_14,Grocery,187.49,3,562.47,344.26
2024-01-10,Store_23,Lucknow,Product_41,Stationery,324.33,4,1297.32,1045.24
2024-01-10,Store_23,Nagpur,Product_4,Snacks,222.21,4,888.84,686.44
2024-01-10,Store_23,Jabalpur,Product_38,Stationery,168.37,4,673.48,487.75
2024-01-10,Store_23,Bhopal,Product_30,Personal Care,125.04,1,125.04,105.45
2024-01-10,Store_24,Jodhpur,Product_30,Personal Care,237.96,2,475.92,362.23
2024-01-10,Store_24,Jodhpur,Product_16,Stationery,325.57,2,651.14,486.08
2024-01-10,Store_24,Jodhpur,Product_31,Personal Care,259.24,3,777.72,608.84
2024-01-10,Store_24,Raipur,Product_34,Grocery,236.24,1,236.24,180.59
2024-01-10,Store_24,Udaipur,Product_34,Beverages,105.11,1,105.11,93.97
2024-01-10,Store_24,Nagpur,Product_32,Grocery,178.49,4,713.96,613.72
2024-01-10,Store_24,Jodhpur,Product_33,Beverages,468.01,1,468.01,377.7
2024-01-10,Store_24,Nagpur,Product_21,Personal Care,492.54,2,985.08,651.54
2024-01-10,Store_24,Bhopal,Product_7,Stationery,167.5,3,502.5,401.74
2024-01-10,Store_24,Udaipur,Product_21,Beverages,295.43,1,295.43,256.84
2024-01-10,Store_24,Bhopal,Product_35,Stationery,136.94,3,410.82,271.54
2024-01-10,Store_24,Lucknow,Product_25,Personal Care,338.87,3,1016.61,756.46
2024-01-10,Store_24,Varanasi,Product_23,Personal Care,32.62,3,97.86,60.23
2024-01-10,Store_25,Nagpur,Product_3,Stationery,437.15,3,1311.45,1043.05
2024-01-10,Store_25,Bhopal,Product_39,Beverages,83.14,2,166.28,118.17
2024-01-10,Store_25,Ranchi,Product_46,Personal Care,308.49,1,308.49,277.02
